trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
118,False,"{'a': 0.4, 'e': 0.38092482436688185}",20,16,8.443610435712518,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.4, 'e': 0.371659872260533}",25,15,18.643903833028574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.4, 'e': 0.3623577544766736}",30,0,-128.820025151172,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 3}",0
121,False,"{'a': 0.4, 'e': 0.3530194012193304}",20,12,1.0013617283497487,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.4, 'e': 0.34364574631604705}",20,10,1.060607143247995,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.4, 'e': 0.3342377271245026}",25,15,-25.29190566332845,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
124,False,"{'a': 0.4, 'e': 0.32479628443877623}",20,2,15.225150679321452,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.4, 'e': 0.3153223623952687}",25,11,1.1555996006337903,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
126,False,"{'a': 0.4, 'e': 0.30581690837828934}",25,11,-1.6822790020818683,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.4, 'e': 0.29628087292531874}",25,18,6.92744300575959,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.4, 'e': 0.2867152096319555}",20,4,-68.00441106087625,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
129,False,"{'a': 0.4, 'e': 0.2771208750565576}",20,10,18.598558291497604,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.4, 'e': 0.26749882862458735}",25,15,17.914951925887877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.4, 'e': 0.2578500325326696}",20,14,11.82589547579113,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.4, 'e': 0.2481754516523729}",30,19,16.752437808435193,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.4, 'e': 0.23847605343372313}",25,5,36.36341093868741,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.4, 'e': 0.22875280780845939}",25,18,-4.932557990435955,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.4, 'e': 0.2190066870930415}",20,8,20.012671423813245,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.4, 'e': 0.20923866589141926}",20,7,20.443180066259544,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.4, 'e': 0.19944972099757285}",20,9,-31.718133718743008,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
138,False,"{'a': 0.4, 'e': 0.18964083129783424}",20,9,17.519749146809804,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.4, 'e': 0.17981297767299936}",25,14,8.919378321600458,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.4, 'e': 0.16996714290024081}",25,9,-19.923895423342287,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
141,False,"{'a': 0.4, 'e': 0.16010431155483126}",25,13,-2.72247701400095,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
142,False,"{'a': 0.4, 'e': 0.15022546991168584}",20,14,14.243725250058429,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.4, 'e': 0.14033160584673673}",25,9,16.866050683169085,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.4, 'e': 0.13042370873814554}",20,16,6.920494255169622,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.4, 'e': 0.12050276936736662}",25,18,13.933143420021166,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.4, 'e': 0.11056977982006959}",20,10,-24.316348593408755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
147,False,"{'a': 0.4, 'e': 0.10062573338693173}",25,11,8.453602238463487,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.4, 'e': 0.09067162446430968}",20,11,16.281355202282313,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.4, 'e': 0.08070844845480063}",20,12,17.672491797859525,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.4, 'e': 0.0707372016677029}",25,11,21.544228827125334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.4, 'e': 0.0607588812193859}",30,19,-21.093699085630043,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
152,False,"{'a': 0.4, 'e': 0.05077448493357918}",30,23,13.887191223070438,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.4, 'e': 0.040785011241591035}",25,7,31.78244847612027,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.4, 'e': 0.03079145908246612}",20,8,23.17784179086419,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.4, 'e': 0.020794827803092428}",20,13,12.985972088891518,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.4, 'e': 0.010796117058267392}",25,17,13.41701534483915,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.4, 'e': 0.0007963267107332633}",25,20,6.89664525228849,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.4, 'e': -0.009203543268808336}",25,11,17.747790039945038,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,16,8.677160338422162,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,10,19.433719999152796,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,7,29.295385806067607,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,17,15.59112707205648,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,13,22.400130842183607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,13,12.527920623948745,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,21,17.942131748280246,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,13,13.357318879210526,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,10,37.08529899245714,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,12,15.619556295444575,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,14,19.902302664988728,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,12,13.594338993361482,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,20,8.226722551217389,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,11,28.386954222523112,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,16,7.295981387220258,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,14,14.258850534019373,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,8,19.93661034494993,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,10,17.775715306609115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,14,19.537124280904372,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,14,19.146350983343293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,17,16.68013489655719,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,8,20.452768114066725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,14,20.411458389421963,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,11,26.59493848205979,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",30,16,26.932127531674688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",25,8,30.702377684947717,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
